date,nav,shares_outstanding,shares_change,total_net_assets,estimated_flow_eur,flow_pct_assets,flow_zscore,flow_5d,flow_20d
2008-02-27,6.055015,275619707.0,0.0,1668881554.31,0.0,0.0,-0.002154859513762752,0.0,80748246.36996469
2008-02-28,5.944516,275619707.0,0.0,1638425790.01,0.0,0.0,-0.002154859513762752,0.0,1551025.1427378417
2008-02-29,5.863056,275619707.0,0.0,1615973934.12,0.0,0.0,-0.002154859513762752,0.0,82752060.60722318
2008-03-03,5.797586,275619707.0,0.0,1597929033.79,0.0,0.0,-0.002154859513762752,0.0,1589517.9399999976
2008-03-04,5.746887,275619707.0,0.0,1583955438.05,0.0,0.0,-0.002154859513762752,0.0,1589517.9399999976
2008-03-05,5.862263,275619707.0,0.0,1615755238.06,0.0,0.0,-0.002154859513762752,0.0,885617.6199999977
2008-03-06,5.775348,275619707.0,0.0,1591799910.67,0.0,0.0,-0.002154859513762752,0.0,885617.6199999977
2008-03-07,5.708222,275619707.0,0.0,1573298672.42,0.0,0.0,-0.002154859513762752,0.0,885617.6199999977
2008-03-10,5.64084,275619707.0,0.0,1554726898.15,0.0,0.0,-0.002154859513762752,0.0,885617.6199999977
2008-03-11,5.698677,275619707.0,0.0,1570667922.85,0.0,0.0,-0.002154859513762752,0.0,885617.6199999977
2008-03-12,5.792653,275619707.0,0.0,1596569534.45,0.0,0.0,-0.001787059584452617,0.0,885617.6199999977
2008-03-13,5.708737,275619707.0,0.0,1573440639.58,0.0,0.0,-0.001787059584452617,0.0,415791.4599999976
2008-03-14,5.647923,275619707.0,0.0,1556679064.04,0.0,0.0,-0.001787059584452617,0.0,415791.4599999976
2008-03-17,5.430016,277819707.0,2200000.0,1508565718.12,11946035.200000001,0.007918803308673455,0.033697977766357204,2389207.040000019,597301.7599999977
2008-03-18,5.620999,277819707.0,0.0,1561624485.29,0.0,0.0,-0.001606431007918069,2389207.040000019,597301.7599999977
2008-03-19,5.571847,277819707.0,0.0,1547968973.52,0.0,0.0,-0.001606431007918069,2389207.040000019,597301.7599999977
2008-03-20,5.521459,281219707.0,3400000.0,1552743258.2,18772960.6,0.01209018973411119,0.05184550329315804,6143799.16000002,1535949.7899999977
2008-03-25,5.715536,281219707.0,0.0,1607321418.62,0.0,0.0,-0.002055588494892043,6143799.16000002,1535949.7899999977
2008-03-26,5.690454,281219707.0,0.0,1600267850.86,0.0,0.0,-0.002055588494892043,3754592.1200000197,1535949.7899999977
2008-03-27,5.747748,281219707.0,0.0,1616380231.47,0.0,0.0,-0.002055588494892043,3754592.1200000197,1535949.7899999977
2008-03-28,5.72292,284219707.0,3000000.0,1626566763.26,17168760.0,0.010555213833086078,0.044609672999580546,7188344.12000002,2394387.7899999977
2008-03-31,5.731826,284219707.0,0.0,1629098060.36,0.0,0.0,-0.0024477161087401848,3433752.0000000196,2394387.7899999977
2008-04-01,5.883246,284219707.0,0.0,1672134507.44,0.0,0.0,-0.0024477161087401848,3433752.0000000196,2394387.7899999977
2008-04-02,5.947021,284219707.0,0.0,1690260661.68,0.0,0.0,-0.0024477161087401848,3433752.0000000196,2394387.7899999977
2008-04-03,5.922164,284219707.0,0.0,1683195989.13,0.0,0.0,-0.0024477161087401848,3433752.0000000196,2394387.7899999977
2008-04-04,5.978082,284219707.0,0.0,1699088890.25,0.0,0.0,-0.0024477161087401848,0.0,2394387.7899999977
2008-04-07,6.045898,284219707.0,0.0,1718363368.58,0.0,0.0,-0.0024477161087401848,0.0,2394387.7899999977
2008-04-08,6.020988,284219707.0,0.0,1711283643.46,0.0,0.0,-0.0024477161087401848,0.0,2394387.7899999977
2008-04-09,6.017722,284219707.0,0.0,1710355450.27,0.0,0.0,-0.0024477161087401848,0.0,2394387.7899999977
2008-04-10,5.998856,284219707.0,0.0,1704993303.18,0.0,0.0,-0.0024477161087401848,0.0,2394387.7899999977
2008-04-11,5.928585,284219707.0,0.0,1685020699.99,0.0,0.0,-0.0024477161087401848,0.0,2394387.7899999977
2008-04-14,5.864216,284219707.0,0.0,1666725902.97,0.0,0.0,-0.0024477161087401848,0.0,2394387.7899999977
2008-04-15,5.93985,284219707.0,0.0,1688222605.1,0.0,0.0,-0.0024477161087401848,0.0,2394387.7899999977
2008-04-16,6.083661,284219707.0,0.0,1729096573.32,0.0,0.0,-0.0024477161087401848,0.0,1797086.0299999975
2008-04-17,6.01743,284219707.0,0.0,1710272332.09,0.0,0.0,-0.0024477161087401848,0.0,1797086.0299999975
2008-04-18,6.093944,284219707.0,0.0,1732019247.81,0.0,0.0,-0.0024477161087401848,0.0,1797086.0299999975
2008-04-21,6.090048,284219707.0,0.0,1730911833.95,0.0,0.0,-0.0024477161087401848,0.0,858437.9999999974
2008-04-22,6.071586,284219707.0,0.0,1725664665.12,0.0,0.0,-0.0024477161087401848,0.0,858437.9999999974
2008-04-23,6.125698,284219707.0,0.0,1741044270.97,0.0,0.0,-0.0024477161087401848,0.0,858437.9999999974
2008-04-24,6.092555,284219707.0,0.0,1731624251.8,0.0,0.0,-0.0024477161087401848,0.0,858437.9999999974
2008-04-25,6.133439,284219707.0,0.0,1743244388.33,0.0,0.0,-0.0024477161087401848,0.0,0.0
2008-04-28,6.132204,284219707.0,0.0,1742893289.14,0.0,0.0,-0.0024477161087401848,0.0,0.0
2008-04-29,6.131047,284219707.0,0.0,1742564480.32,0.0,0.0,-0.0024477161087401848,0.0,0.0
2008-04-30,6.133126,284219707.0,0.0,1743155546.3,0.0,0.0,-0.0024477161087401848,0.0,0.0
2008-05-01,6.1342,284219707.0,0.0,1743460801.53,0.0,0.0,-0.0024477161087401848,0.0,0.0
2008-05-02,6.262373,284219707.0,0.0,1779889943.52,0.0,0.0,-0.0024477161087401848,0.0,0.0
2008-05-05,6.26213,284219707.0,0.0,1779821005.23,0.0,0.0,-0.0024477161087401848,0.0,0.0
2008-05-06,6.257791,284219707.0,0.0,1778587686.56,0.0,0.0,-0.0024477161087401848,0.0,0.0
2008-05-07,6.306083,284219707.0,0.0,1792313159.58,0.0,0.0,-0.0024477161087401848,0.0,0.0
2008-05-08,6.320179,284219707.0,0.0,1796319620.5,0.0,0.0,-0.0024477161087401848,0.0,0.0
2008-05-09,6.253852,284219707.0,0.0,1777468007.38,0.0,0.0,-0.0024477161087401848,0.0,0.0
2008-05-12,6.269555,284219707.0,0.0,1781931317.33,0.0,0.0,-0.0024477161087401848,0.0,0.0
2008-05-13,6.260597,284219707.0,0.0,1779385179.8,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-14,6.276062,284219707.0,0.0,1783780599.88,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-15,6.311214,284219707.0,0.0,1793771633.61,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-16,6.364309,284219707.0,0.0,1808862323.12,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-19,6.436877,284219707.0,0.0,1829487561.88,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-20,6.250419,284219707.0,0.0,1776492470.17,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-21,6.264764,284219707.0,0.0,1780569549.17,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-22,6.248149,284219707.0,0.0,1775847103.35,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-23,6.153305,284219707.0,0.0,1748890644.7,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-26,6.152969,284219707.0,0.0,1748795300.82,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-27,6.12384,284219707.0,0.0,1740516140.31,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-28,6.056285,284219707.0,0.0,1721315654.15,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-29,6.055067,284219707.0,0.0,1720969524.47,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-05-30,6.040063,284219707.0,0.0,1716705118.69,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-06-02,5.994461,284219707.0,0.0,1703744172.82,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-06-03,6.045048,284219707.0,0.0,1718122031.5,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-06-04,5.972243,284219707.0,0.0,1697429237.24,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-06-05,5.996661,284219707.0,0.0,1704369330.5,0.0,0.0,-0.0021155463968062973,0.0,0.0
2008-06-06,5.908393,284219707.0,0.0,1679281932.7,0.0,0.0,-0.04273588920992194,0.0,0.0
2008-06-09,5.881381,284219707.0,0.0,1671604531.89,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-10,5.828527,284219707.0,0.0,1656582453.36,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-11,5.725234,284219707.0,0.0,1627224404.41,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-12,5.792267,284219707.0,0.0,1646276674.8,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-13,5.804523,284219707.0,0.0,1649759880.07,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-16,5.796034,284219707.0,0.0,1647347332.5,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-17,5.863439,284219707.0,0.0,1666504921.98,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-18,5.758757,284219707.0,0.0,1636752469.28,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-19,5.710312,284219707.0,0.0,1622983345.17,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-20,5.622959,284219707.0,0.0,1598155771.14,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-23,5.669188,284219707.0,0.0,1611294976.66,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-24,5.636665,284219707.0,0.0,1602051529.42,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-25,5.670181,284219707.0,0.0,1611577414.87,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-26,5.523471,284219707.0,0.0,1569879361.37,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-27,5.535304,284219707.0,0.0,1573242655.86,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-06-30,5.630862,284219707.0,0.0,1600402029.82,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-07-01,5.484224,284219707.0,0.0,1558724698.55,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-07-02,5.430852,284219707.0,0.0,1543555249.94,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-07-03,5.481441,284219707.0,0.0,1557933663.91,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-07-04,5.416862,284219707.0,0.0,1539578938.97,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-07-07,5.516599,284219707.0,0.0,1567926419.38,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-07-08,5.444441,284219707.0,0.0,1547417587.15,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-07-09,5.535447,284219707.0,0.0,1573283315.26,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-07-10,5.411792,284219707.0,0.0,1538138199.41,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-07-11,5.266359,284219707.0,0.0,1496803171.13,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-07-14,5.305015,284219707.0,0.0,1507789970.73,0.0,0.0,-0.0022853338610708818,0.0,0.0
2008-07-15,5.176461,281819707.0,-2400000.0,1458828896.94,-12423506.399999999,-0.008516081924384147,-0.04834500816303365,-2484701.2799999802,-621175.3200000025
2008-07-16,5.156245,281819707.0,0.0,1453131535.3,0.0,0.0,-0.0018982550038639328,-2484701.2799999802,-621175.3200000025
2008-07-17,5.292087,285819707.0,4000000.0,1512582928.49,21168348.0,0.013994834664127936,0.07379187560786994,1748968.3200000196,437242.07999999746
2008-07-18,5.382119,285819707.0,0.0,1538315892.47,0.0,0.0,-0.05549038764011591,1748968.3200000196,437242.07999999746
2008-07-21,5.409939,292419707.0,6600000.0,1581972972.16,35705597.4,0.022570295465445377,0.16901363565002894,8890087.80000002,2222521.9499999974
2008-07-22,5.369748,292419707.0,0.0,1570220279.19,0.0,0.0,-0.09844371157705586,11374789.080000019,2222521.9499999974
2008-07-23,5.455844,296419707.0,4000000.0,1617219871.27,21823376.0,0.013494377844159274,3.7830861345821187,15739464.28000002,3313690.749999997
2008-07-24,5.36795,296419707.0,0.0,1591166257.85,0.0,0.0,-0.22741932774727605,11505794.680000018,3313690.749999997
2008-07-25,5.358466,296419707.0,0.0,1588354991.8,0.0,0.0,-0.21073646321065173,11505794.680000018,3313690.749999997
2008-07-28,5.318284,296419707.0,0.0,1576444269.42,0.0,0.0,-0.21073646321065173,4364675.20000002,3313690.749999997
2008-07-29,5.324823,296419707.0,0.0,1578382680.33,0.0,0.0,-0.21073646321065173,4364675.20000002,3313690.749999997
2008-07-30,5.4294,296419707.0,0.0,1609381157.96,0.0,0.0,-0.21073646321065173,0.0,3313690.749999997
2008-07-31,5.42045,296419707.0,0.0,1606728474.93,0.0,0.0,-0.21073646321065173,0.0,3313690.749999997
2008-08-01,5.363046,296419707.0,0.0,1589712622.62,0.0,0.0,-0.21073646321065173,0.0,3313690.749999997
2008-08-04,5.328311,296419707.0,0.0,1579416634.8,0.0,0.0,-0.1979625931309222,0.0,3313690.749999997
2008-08-05,5.462845,296419707.0,0.0,1619294994.17,0.0,0.0,-0.1979625931309222,0.0,3313690.749999997
2008-08-06,5.508741,296419707.0,0.0,1632899448.7,0.0,0.0,-0.18638598497405978,0.0,3313690.749999997
2008-08-07,5.498395,296419707.0,0.0,1629832877.68,0.0,0.0,-0.18638598497405978,0.0,3313690.749999997
2008-08-08,5.509764,296419707.0,0.0,1633202632.31,0.0,0.0,-0.18638598497405978,0.0,3313690.749999997
2008-08-11,5.562453,296419707.0,0.0,1648820728.02,0.0,0.0,-0.18638598497405978,0.0,3313690.749999997
2008-08-12,5.555201,296419707.0,0.0,1646671164.11,0.0,0.0,-0.18638598497405978,0.0,3934866.0699999975
2008-08-13,5.476851,296419707.0,0.0,1623446787.69,0.0,0.0,-0.18638598497405978,0.0,3934866.0699999975
2008-08-14,5.525755,299419707.0,3000000.0,1654519961.02,16577265.0,0.010019380479266163,2.798224939515464,3315453.0000000196,3705311.919999997
2008-08-15,5.482579,301619707.0,2200000.0,1653653921.91,12061673.8,0.00729395288832173,1.9320864362766934,5727787.760000019,4308395.609999998
2008-08-18,5.477977,301619707.0,0.0,1652265976.36,0.0,0.0,-0.21984894437415023,5727787.760000019,2523115.7399999974
2008-08-19,5.347502,301619707.0,0.0,1612912132.95,0.0,0.0,-0.21984894437415023,5727787.760000019,2523115.7399999974
2008-08-20,5.414664,301619707.0,0.0,1633169370.07,0.0,0.0,-0.21984894437415023,5727787.760000019,1431946.9399999974
2008-08-21,5.412954,301619707.0,0.0,1632653883.54,0.0,0.0,-0.21984894437415023,2412334.7600000193,1431946.9399999974
2008-08-22,5.549278,301619707.0,0.0,1673771703.68,0.0,0.0,-0.21984894437415023,0.0,1431946.9399999974
2008-08-25,5.549113,301619707.0,0.0,1673722121.33,0.0,0.0,-0.21984894437415023,0.0,1431946.9399999974
2008-08-26,5.5141,301619707.0,0.0,1663161362.42,0.0,0.0,-0.21984894437415023,0.0,1431946.9399999974
2008-08-27,5.518844,301619707.0,0.0,1664592149.51,0.0,0.0,-0.21984894437415023,0.0,1431946.9399999974
2008-08-28,5.591687,301619707.0,0.0,1686563178.6,0.0,0.0,-0.21984894437415023,0.0,1431946.9399999974
2008-08-29,5.62703,305619707.0,4000000.0,1719731453.26,22508120.0,0.013088159757346183,3.425887391073358,4501624.00000002,2557352.9399999976
2008-09-01,5.593049,305619707.0,0.0,1709346043.34,0.0,0.0,-0.2392152361132768,4501624.00000002,2557352.9399999976
2008-09-02,5.610814,305619707.0,0.0,1714775332.53,0.0,0.0,-0.2392152361132768,4501624.00000002,2557352.9399999976
2008-09-03,5.49443,305619707.0,0.0,1679206242.25,0.0,0.0,-0.22444193068308144,4501624.00000002,2557352.9399999976
2008-09-04,5.356886,305619707.0,0.0,1637169979.44,0.0,0.0,-0.22444193068308144,4501624.00000002,2557352.9399999976
2008-09-05,5.235425,305619707.0,0.0,1600049064.56,0.0,0.0,-0.22444193068308144,0.0,2557352.9399999976
2008-09-08,5.440794,305619707.0,0.0,1662814107.58,0.0,0.0,-0.20491739845951673,0.0,2557352.9399999976
2008-09-09,5.409971,305619707.0,0.0,1653393754.62,0.0,0.0,-0.20491739845951673,0.0,2557352.9399999976
2008-09-10,5.362854,305619707.0,0.0,1638994124.05,0.0,0.0,-0.20491739845951673,0.0,2557352.9399999976
2008-09-11,5.314972,305619707.0,0.0,1624360246.6,0.0,0.0,-0.20491739845951673,0.0,1728489.6899999976
2008-09-12,5.413228,305619707.0,0.0,1654389165.01,0.0,0.0,-0.18560617187611722,0.0,1125405.9999999974
2008-09-15,5.200572,305619707.0,0.0,1589397522.29,0.0,0.0,-0.18560617187611722,0.0,1125405.9999999974
2008-09-16,5.021941,305619707.0,0.0,1534804153.9,0.0,0.0,-0.18560617187611722,0.0,1125405.9999999974
2008-09-17,4.909674,305619707.0,0.0,1500493151.62,0.0,0.0,-0.18560617187611722,0.0,1125405.9999999974
2008-09-18,4.87737,305619707.0,0.0,1490620530.83,0.0,0.0,-0.18560617187611722,0.0,1125405.9999999974
2008-09-19,5.308447,305619707.0,0.0,1622366089.88,0.0,0.0,-0.18560617187611722,0.0,1125405.9999999974
2008-09-22,5.233338,334219707.0,28600000.0,1749085021.08,149673466.79999998,0.08557243644313056,10.028524405518056,29934693.360000014,8609079.339999996
2008-09-23,5.133105,340619707.0,6400000.0,1748436743.29,32851871.999999996,0.01878928255544622,2.025477884996476,36505067.76000001,10251672.939999996
2008-09-24,5.094861,344619707.0,4000000.0,1755789572.02,20379444.0,0.01160699683194602,1.1675847776310377,40580956.56000002,11270645.139999997
2008-09-25,5.196315,346219707.0,1600000.0,1799066879.49,8314104.0,0.00462134237186162,0.35067319205950315,42243777.360000014,11686350.339999996
2008-09-26,5.087784,346219707.0,0.0,1761491227.42,0.0,0.0,-0.18649719936845893,42243777.360000014,10560944.339999996
2008-09-29,4.817877,348219707.0,2000000.0,1677679870.53,9635754.0,0.005743499799491511,0.47516077142927177,14236234.800000018,11042732.039999995
2008-09-30,4.901538,356619707.0,8400000.0,1747985069.61,41172919.2,0.023554502790568036,2.4560863477474277,15900444.240000019,13101377.999999996
2008-10-01,4.958737,361619707.0,5000000.0,1793177315.53,24793685.0,0.013826677811096368,1.332427957056442,16783292.44000002,14341062.249999996
2008-10-02,4.86951,365619707.0,4000000.0,1780389096.15,19478040.0,0.010940327618339307,0.9940128666812316,19016079.64000002,15314964.249999996
2008-10-03,4.979448,365619707.0,0.0,1820584574.96,0.0,0.0,-0.22989543884300015,19016079.64000002,15314964.249999996
2008-10-06,4.588609,368219707.0,2600000.0,1689616553.08,11930383.4,0.007061000543734091,0.5528515737015011,19475005.52000002,15911483.419999996
2008-10-07,4.604453,368219707.0,0.0,1695450600.74,0.0,0.0,-0.2362245944708998,11240421.680000018,15911483.419999996
2008-10-08,4.367921,368219707.0,0.0,1608354937.1,0.0,0.0,-0.2362245944708998,6281684.680000017,15911483.419999996
2008-10-09,4.315057,381819707.0,13600000.0,1647574103.67,58684775.2,0.035618898761080695,3.51254147671761,14123031.720000017,18845722.179999996
2008-10-10,3.933111,396619707.0,14800000.0,1559949625.7,58210042.8,0.037315334957613945,3.4685141616636272,25765040.28000002,21756224.319999997
2008-10-13,4.257664,400619707.0,4000000.0,1705704381.85,17030656.0,0.009984529664823057,0.7185178371123413,26785094.80000002,22607757.119999997
2008-10-14,4.395186,403219707.0,2600000.0,1772225975.7,11427483.6,0.0064480962115941965,0.35915059349030104,29070591.52000002,23179131.299999997
2008-10-15,4.081737,419619707.0,16400000.0,1712777438.59,66940486.800000004,0.0390830036009273,3.4113345317719133,42458688.88000002,26526155.639999997
2008-10-16,3.863195,422219707.0,2600000.0,1631117470.13,10044307.0,0.006157929875644988,0.2777185116782658,32730595.24000002,27028370.99
2008-10-17,4.064647,427819707.0,5600000.0,1738936091.44,22762023.2,0.013089626071968485,0.9231081436427938,25640991.320000015,28166472.149999995
2008-10-20,4.284428,435419707.0,7600000.0,1865524542.94,32561652.8,0.01745442209443356,1.3136435941904478,28747190.68000002,22310881.45
2008-10-21,4.231422,438619707.0,3200000.0,1855985512.1,13540550.4,0.007295612121820507,0.3522458851646463,29169804.04000002,21345315.369999997
2008-10-22,4.043501,438619707.0,0.0,1773559404.29,0.0,0.0,-0.33401564265266254,15781706.680000016,20326343.169999998
2008-10-23,4.090317,438819707.0,200000.0,1794911900.3,818063.3999999999,0.000455767996113497,-0.29153395617169625,13936457.96000002,19951541.139999997
2008-10-24,3.885516,438819707.0,0.0,1705041079.15,0.0,0.0,-0.3344105900471243,9384053.320000019,19951541.139999997
2008-10-27,3.854706,441219707.0,2400000.0,1700772390.6,9251294.4,0.005439466474838718,0.17310604566420995,4721981.640000018,19932318.16
2008-10-28,3.92847,444619707.0,3400000.0,1746675464.04,13356798.0,0.0076469832404390614,0.37481363091364156,4685231.160000018,18541512.099999998
2008-10-29,4.247982,444619707.0,0.0,1888736539.1,0.0,0.0,-0.34475193820111405,4685231.160000018,17301827.849999998
2008-10-30,4.297184,444619707.0,0.0,1910613043.72,0.0,0.0,-0.34475193820111405,4521618.480000018,16327925.849999998
2008-10-31,4.383028,448219707.0,3600000.0,1964559857.91,15778900.8,0.00803177400600377,0.40464649203108277,7677398.640000018,17116870.889999997
2008-11-03,4.448863,448419707.0,200000.0,1994957899.66,889772.6000000001,0.0004460107153898554,-0.30940820273718705,6005094.280000018,16564840.349999998
2008-11-04,4.645503,448419707.0,0.0,2083135148.7,0.0,0.0,-0.35137379969870924,3333734.680000018,16564840.349999998
2008-11-05,4.543894,448419707.0,0.0,2037571822.66,0.0,0.0,-0.35137379969870924,3333734.680000018,16564840.349999998
2008-11-06,4.285156,451019707.0,2600000.0,1932690059.89,11141405.6,0.005764714079728913,0.18658400009441378,5562015.8000000175,14187671.87
2008-11-07,4.377674,451019707.0,0.0,1974417415.51,0.0,0.0,-0.35602765603073566,2406235.640000018,11277169.729999999
2008-11-10,4.416753,451019707.0,0.0,1992042945.68,0.0,0.0,-0.35602765603073566,2228281.120000018,10425636.929999998
2008-11-11,4.258984,451019707.0,0.0,1920885993.23,0.0,0.0,-0.35602765603073566,2228281.120000018,9854262.749999998
2008-11-12,4.201452,481019707.0,30000000.0,2020981376.56,126043559.99999999,0.06236750197794707,4.88445784380304,27436993.120000016,12809416.409999996
2008-11-13,4.188694,507019707.0,26000000.0,2123750872.41,108906044.0,0.0512800467393876,3.685617889135207,46989920.80000001,17752503.259999998
2008-11-14,4.25278,523219707.0,16200000.0,2225138521.63,68895036.0,0.030962133516762688,2.021797701304018,60768928.000000015,20059153.9
2008-11-17,4.151099,549219707.0,26000000.0,2279865688.33,107928574.00000001,0.04733988258714382,3.129440895498669,82354642.80000003,23827499.959999997
2008-11-18,4.227734,550219707.0,1000000.0,2326182864.77,4227734.0,0.0018174555681021297,-0.2670957522872216,83200189.60000002,23361859.139999993
2008-11-19,4.036751,556219707.0,6000000.0,2245320707.72,24220506.0,0.01078710311481276,0.3954656957801464,62835578.80000003,24572884.439999994
2008-11-20,3.905045,556219707.0,0.0,2172063094.57,0.0,0.0,-0.40942016615462334,41054370.000000015,24531981.269999996
2008-11-21,3.811308,556219707.0,0.0,2119924733.83,0.0,0.0,-0.40942016615462334,27275362.800000023,24531981.269999996
2008-11-24,4.186644,576219707.0,20000000.0,2412426886.25,83732880.0,0.03470898143162327,2.118869461227138,22436224.00000002,28256060.55
2008-11-25,4.20262,594619707.0,18400000.0,2498960971.46,77328207.99999999,0.030944143939479588,1.800405347813563,37056318.80000001,31454631.05
2008-11-26,4.142199,599619707.0,5000000.0,2483744262.02,20710995.0,0.00833861815674855,0.1616474667071217,36354416.60000001,32490180.8
2008-11-27,4.215525,599619707.0,0.0,2527711947.26,0.0,0.0,-0.44145805741343885,36354416.60000001,32490180.8
2008-11-28,4.276274,599619707.0,0.0,2564138624.92,0.0,0.0,-0.44145805741343885,36354416.60000001,31701235.75999999
2008-12-01,4.053777,600419707.0,800000.0,2433967807.81,3243021.6,0.0013324011885424067,-0.3460031445685412,20256444.920000013,31818898.209999997
2008-12-02,4.110601,600419707.0,0.0,2468086438.45,0.0,0.0,-0.4424021893216758,4790803.320000018,31818898.209999997
2008-12-03,4.161779,600419707.0,0.0,2498814429.1,0.0,0.0,-0.4424021893216758,648604.3200000179,31818898.209999997
2008-12-04,4.153997,600419707.0,0.0,2494141984.29,0.0,0.0,-0.4424021893216758,648604.3200000179,31261827.929999996
2008-12-05,4.038831,600419707.0,0.0,2424994217.87,0.0,0.0,-0.4424021893216758,648604.3200000179,31261827.929999996
2008-12-08,4.289688,600419707.0,0.0,2575613540.63,0.0,0.0,-0.4424021893216758,0.0,31261827.929999996
2008-12-09,4.370808,600419707.0,0.0,2624319713.42,0.0,0.0,-0.4424021893216758,0.0,31261827.929999996
2008-12-10,4.357892,600419707.0,0.0,2616564627.25,0.0,0.0,-0.4424021893216758,0.0,24959649.93
2008-12-11,4.37771,602019707.0,1600000.0,2635468003.5,7004336.000000001,0.0026577199915529164,-0.2518601720257169,1400867.200000018,19864564.529999997
2008-12-12,4.270362,603019707.0,1000000.0,2575113003.47,4270362.0,0.0016583202345860663,-0.3253338712889527,2254939.600000018,16633330.829999998
2008-12-15,4.267555,603219707.0,200000.0,2574273508.18,853511.0,0.00033155412479982696,-0.42165336746362286,2425641.800000018,11279577.679999996
2008-12-16,4.296095,603219707.0,0.0,2591489596.75,0.0,0.0,-0.4456661481803934,2425641.800000018,11068190.979999995
2008-12-17,4.315067,603219707.0,0.0,2602933993.09,0.0,0.0,-0.4456661481803934,2425641.800000018,9857165.679999996
2008-12-18,4.322685,605619707.0,2400000.0,2617903764.16,10374444.0,0.0039628821127918054,-0.16116445261919757,3099663.400000018,10375887.879999995
2008-12-19,4.278863,607219707.0,1600000.0,2598210413.55,6846180.800000001,0.0026349601111196734,-0.2591481517666614,3614827.160000018,10718196.919999996
2008-12-22,4.241324,601419707.0,-5800000.0,2550816373.52,-24599679.2,-0.00964384557640802,-1.138448547816516,-1475810.8799999817,5301568.959999996
2008-12-23,4.248017,601419707.0,0.0,2554841422.96,0.0,0.0,-0.4423380996461116,-1475810.8799999817,1435158.5599999973
2008-12-24,4.21038,602419707.0,1000000.0,2536416030.37,4210380.0,0.001659972161343662,-0.32364157450175096,-633734.8799999818,610127.8099999971
2008-12-29,4.312567,605419707.0,3000000.0,2610913202.52,12937700.999999998,0.0049552397940738875,-0.08874418901984485,-121083.4799999822,1257012.859999997
2008-12-30,4.385919,605419707.0,0.0,2655322011.79,0.0,0.0,-0.446847098761062,-1490319.6399999824,1257012.859999997
2008-12-31,4.427364,605419707.0,0.0,2680413511.86,0.0,0.0,-0.446847098761062,3429616.200000018,1094861.779999997
2009-01-02,4.554677,605419707.0,0.0,2757491481.22,0.0,0.0,-0.4537559849925958,3429616.200000017,1094861.779999997
2009-01-05,4.572442,605419707.0,0.0,2768246765.69,0.0,0.0,-0.4537559849925958,2587540.200000017,1094861.779999997
2009-01-06,4.6317,605419707.0,0.0,2804122594.25,0.0,0.0,-0.4455157988978497,0.0,1094861.779999997
2009-01-07,4.500572,608419707.0,3000000.0,2738236807.01,13501716.0,0.004930806556041846,-0.0906532024212458,2700343.2000000174,1769947.579999997
2009-01-08,4.498231,609419707.0,1000000.0,2741310929.19,4498231.0,0.0016409050692141416,-0.3187680097964381,3599989.400000018,1994859.129999997
