date,CPI,Core_CPI,PCE,Core_PCE,Inf_Expect_5Y,Breakeven_10Y
2025-11-20,,,,,2.14,2.24
2025-11-21,,,,,2.16,2.24
2025-11-24,,,,,2.16,2.23
2025-11-25,,,,,2.17,2.22
2025-11-26,,,,,2.17,2.23
2025-11-27,,,,,,
2025-11-28,,,,,2.17,2.23
2025-12-01,326.031,331.814,21445.9,127.886,2.17,2.24
2025-12-02,,,,,2.18,2.24
2025-12-03,,,,,2.19,2.24
2025-12-04,,,,,2.19,2.26
2025-12-05,,,,,2.18,2.26
2025-12-08,,,,,2.2,2.26
2025-12-09,,,,,2.2,2.26
2025-12-10,,,,,2.18,2.25
2025-12-11,,,,,2.18,2.25
2025-12-12,,,,,2.2,2.26
2025-12-15,,,,,2.21,2.25
2025-12-16,,,,,2.21,2.23
2025-12-17,,,,,2.22,2.24
2025-12-18,,,,,2.22,2.24
2025-12-19,,,,,2.21,2.24
2025-12-22,,,,,2.21,2.23
2025-12-23,,,,,2.24,2.24
2025-12-24,,,,,2.24,2.24
2025-12-25,,,,,,
2025-12-26,,,,,2.24,2.23
2025-12-29,,,,,2.21,2.22
2025-12-30,,,,,2.23,2.24
2025-12-31,,,,,2.24,2.25
2026-01-01,326.588,332.793,21509.1,128.432,,
2026-01-02,,,,,2.22,2.25
2026-01-05,,,,,2.23,2.26
2026-01-06,,,,,2.24,2.27
2026-01-07,,,,,2.24,2.27
2026-01-08,,,,,2.23,2.27
2026-01-09,,,,,2.24,2.28
2026-01-12,,,,,2.22,2.29
2026-01-13,,,,,2.23,2.3
2026-01-14,,,,,2.22,2.29
2026-01-15,,,,,2.22,2.29
2026-01-16,,,,,2.27,2.33
2026-01-19,,,,,,
2026-01-20,,,,,2.26,2.33
2026-01-21,,,,,2.26,2.34
2026-01-22,,,,,2.2,2.31
2026-01-23,,,,,2.18,2.32
2026-01-26,,,,,2.19,2.32
2026-01-27,,,,,2.21,2.34
2026-01-28,,,,,2.22,2.36
2026-01-29,,,,,2.18,2.35
2026-01-30,,,,,2.19,2.36
2026-02-01,327.46,333.512,21655.8,128.94,,
2026-02-02,,,,,2.18,2.35
2026-02-03,,,,,2.19,2.36
2026-02-04,,,,,2.19,2.35
2026-02-05,,,,,2.16,2.32
2026-02-06,,,,,2.18,2.34
2026-02-09,,,,,2.2,2.35
2026-02-10,,,,,2.17,2.32
2026-02-11,,,,,2.15,2.32
2026-02-12,,,,,2.13,2.29
2026-02-13,,,,,2.12,2.27
2026-02-16,,,,,,
2026-02-17,,,,,2.13,2.26
2026-02-18,,,,,2.15,2.29
2026-02-19,,,,,2.15,2.29
2026-02-20,,,,,2.13,2.28
2026-02-23,,,,,2.12,2.26
2026-02-24,,,,,2.12,2.26
2026-02-25,,,,,2.14,2.28
2026-02-26,,,,,2.13,2.28
2026-02-27,,,,,2.1,2.25
2026-03-01,330.293,334.165,21868.3,129.321,,
2026-03-02,,,,,2.12,2.29
2026-03-03,,,,,2.12,2.29
2026-03-04,,,,,2.12,2.29
2026-03-05,,,,,2.11,2.31
2026-03-06,,,,,2.14,2.35
2026-03-09,,,,,2.12,2.34
2026-03-10,,,,,2.13,2.33
2026-03-11,,,,,2.14,2.36
2026-03-12,,,,,2.13,2.38
2026-03-13,,,,,2.11,2.36
2026-03-16,,,,,2.14,2.36
2026-03-17,,,,,2.12,2.37
2026-03-18,,,,,2.14,2.4
2026-03-19,,,,,2.13,2.37
2026-03-20,,,,,2.13,2.38
2026-03-23,,,,,2.13,2.33
2026-03-24,,,,,2.11,2.33
2026-03-25,,,,,2.11,2.31
2026-03-26,,,,,2.12,2.34
2026-03-27,,,,,2.06,2.31
2026-03-30,,,,,2.05,2.31
2026-03-31,,,,,2.06,2.3
2026-04-01,332.407,335.423,21979.4,129.63,2.07,2.31
2026-04-02,,,,,2.11,2.34
2026-04-03,,,,,2.11,2.36
2026-04-06,,,,,2.12,2.36
2026-04-07,,,,,2.13,2.37
2026-04-08,,,,,2.1,2.33
2026-04-09,,,,,2.12,2.34
2026-04-10,,,,,2.14,2.36
2026-04-13,,,,,2.15,2.38
2026-04-14,,,,,2.15,2.37
2026-04-15,,,,,2.17,2.39
2026-04-16,,,,,2.18,2.39
2026-04-17,,,,,2.16,2.36
2026-04-20,,,,,2.13,2.35
2026-04-21,,,,,2.16,2.38
2026-04-22,,,,,2.15,2.38
2026-04-23,,,,,2.26,2.42
2026-04-24,,,,,2.23,2.42
2026-04-27,,,,,2.26,2.44
2026-04-28,,,,,2.25,2.44
2026-04-29,,,,,2.25,2.46
2026-04-30,,,,,2.25,2.46
2026-05-01,333.979,336.121,,,2.27,2.48
2026-05-04,,,,,2.28,2.5
2026-05-05,,,,,2.27,2.47
2026-05-06,,,,,2.26,2.42
2026-05-07,,,,,2.29,2.45
2026-05-08,,,,,2.28,2.45
2026-05-11,,,,,2.27,2.47
2026-05-12,,,,,2.25,2.47
2026-05-13,,,,,2.24,2.47
2026-05-14,,,,,2.27,2.47
2026-05-15,,,,,2.28,2.49
2026-05-18,,,,,2.27,2.48
2026-05-19,,,,,2.32,2.49
2026-05-20,,,,,2.29,2.44
2026-05-21,,,,,2.21,2.39
2026-05-22,,,,,2.26,2.4
2026-05-25,,,,,,
2026-05-26,,,,,2.27,2.4
2026-05-27,,,,,2.25,2.39
2026-05-28,,,,,2.24,2.39
2026-05-29,,,,,2.24,2.38
2026-06-01,,,,,2.26,2.4
2026-06-02,,,,,2.26,2.39
2026-06-03,,,,,2.23,2.38
2026-06-04,,,,,2.24,2.36
2026-06-05,,,,,2.24,2.36
2026-06-08,,,,,2.23,2.35
2026-06-09,,,,,2.22,2.33
2026-06-10,,,,,2.24,2.34
2026-06-11,,,,,2.18,2.29
2026-06-12,,,,,2.23,2.31
2026-06-15,,,,,2.24,2.32
2026-06-16,,,,,2.22,2.29
2026-06-17,,,,,2.21,2.26
2026-06-18,,,,,2.23,2.25
